"UID1_ProvidersResKey","E306_ProviderCode","E781_ProviderType","UID2_CampusesResKey","E525_CampusSuburb","E644_CampusCountryCode","E559_CampusPostcode","Campuses_E609_EffectiveFromDate","Campuses_E610_EffectiveToDate","UID4_CoursesOnCampusResKey","UID5_CoursesResKey","E307_CourseCode","E597_CRICOSCode","E569_CampusOperationType","E570_PrincipalOffshoreDeliveryMode","E571_OffshoreDeliveryCode","E609_EffectiveFromDate","E610_EffectiveToDate"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37225","12680","9000N3","NULL","NULL","NULL","NULL","01/06/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37402","10867","503701","049391J","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37431","8700","000402","NULL","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42121","93793","913402","058207F","NULL","NULL","NULL","01/01/2015","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42191","96367","416703","088240A","NULL","NULL","NULL","01/01/2016","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43192","129591","BP0131","107721M","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43214","129600","BP0291","107428E","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","47987","134137","CB0261","111643H","NULL","NULL","NULL","01/01/2023","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","54673","142425","CM0341","116858H","NULL","NULL","NULL","01/01/2025","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","52118","138617","BP0591","114341J","NULL","NULL","NULL","01/01/2024","NULL"
35,1055,"HEP",3644,"INDIA MANAGEMENT",7103,"NULL","01/01/1999","NULL","55742","141856","426501","NULL","02","01","02","01/01/2022","NULL"
35,1055,"HEP",2038,"ALBANY",1101,"6330","01/01/1999","NULL","21585","52605","610201","045403J","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",3645,"THAILAND MANAGEMENT",5104,"NULL","01/01/1999","NULL","55785","141856","426501","NULL","02","01","02","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37251","52605","610201","045403J","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37268","92681","715701","083877D","NULL","NULL","NULL","01/01/2015","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37311","62865","122801","069309J","NULL","NULL","NULL","01/01/2010","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37344","130353","CM0041","102860G","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37396","9010","101702","NULL","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","41297","91409","735301","089266E","NULL","NULL","NULL","01/01/2016","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42178","102166","255401","094494F","NULL","NULL","NULL","01/01/2017","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","38415","12786","9000P3","NULL","NULL","NULL","NULL","01/06/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43204","130785","CM0231","107430M","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43216","129592","BP0231","107723J","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2363,"BROOME",1101,"6725","01/01/1999","NULL","37425","12785","901102","002220E","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2377,"NORTHAM",1101,"6401","01/01/1999","NULL","37427","12785","901102","002220E","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37159","75640","112602","NULL","NULL","NULL","NULL","01/01/2012","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37189","10428","308201","NULL","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37216","92235","213401","NULL","NULL","NULL","NULL","01/01/2015","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37314","92286","255502","084739F","NULL","NULL","NULL","01/01/2018","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37346","129618","CU0042","NULL","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37353","130373","425202","046894K","NULL","NULL","NULL","01/07/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37386","57005","609201","053095E","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37411","12785","901102","002220E","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","41710","99119","735401","093309J","NULL","NULL","NULL","01/01/2017","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42142","46875","902201","058921B","NULL","NULL","NULL","01/01/2007","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42153","106422","DU0211","NULL","NULL","NULL","NULL","01/01/2018","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42169","78946","535801","077549D","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2377,"NORTHAM",1101,"6401","01/01/1999","NULL","37304","84346","908501","089788A","NULL","NULL","NULL","01/01/2014","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37142","84163","018801","077709D","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37196","115783","735601","0101137","NULL","NULL","NULL","01/01/2020","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37221","58240","425301","003028G","NULL","NULL","NULL","01/01/2009","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37272","115764","918501","089788A","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37354","130340","CM0181","NULL","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42116","116970","735202","089267D","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42132","84346","908501","089788A","NULL","NULL","NULL","01/01/2014","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42133","101275","422801","095760G","NULL","NULL","NULL","01/01/2018","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42148","84444","515004","051547J","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","38407","53009","400303","NULL","NULL","NULL","NULL","01/01/2009","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43221","132144","918601","089787B","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","47984","135120","CB0301","114457H","NULL","NULL","NULL","01/01/2023","NULL"
35,1055,"HEP",2371,"HONG KONG ED",6102,"NULL","01/01/1999","NULL","38399","130639","305802","003029G","02","01","02","01/01/2021","NULL"
35,1055,"HEP",2380,"SINGAPORE EDUCATION",5205,"NULL","01/01/1999","NULL","38400","130639","305802","003029G","02","01","02","01/01/2021","NULL"
35,1055,"HEP",2372,"KALGOORLIE",1101,"6433","01/01/1999","NULL","37432","51457","008102CL","003310F","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37181","71560","523302","073533M","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37193","103597","503801","078225E","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37359","71679","107504","003324M","NULL","NULL","NULL","01/01/2010","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37360","116950","252501","058209D","NULL","NULL","NULL","01/01/2020","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37390","52291","611002","040778G","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42119","98751","915503","003032A","NULL","NULL","NULL","01/07/2016","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42173","101176","545901","077708E","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42187","130407","303801","NULL","NULL","NULL","NULL","01/01/2020","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","38401","130639","305802","003029G","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","38402","98753","725204","074948B","NULL","NULL","NULL","01/07/2016","NULL"
35,1055,"HEP",2370,"GERALDTON",1101,"6530","01/01/1999","NULL","37384","10965","502602","033747F","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2038,"ALBANY",1101,"6330","01/01/1999","NULL","37372","52588","211402","003025M","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2038,"ALBANY",1101,"6330","01/01/1999","NULL","37374","52545","411701","049394F","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2038,"ALBANY",1101,"6330","01/01/1999","NULL","37389","9034","101202","003013D","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2038,"ALBANY",1101,"6330","01/01/1999","NULL","37394","10965","502602","033747F","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37186","92530","533901","083846M","NULL","NULL","NULL","01/01/2015","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37336","102283","725802","093807B","NULL","NULL","NULL","01/01/2018","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37375","52588","211402","003025M","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37379","10631","404901","003609J","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37388","10965","502602","033747F","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37392","9034","101202","003013D","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42162","115785","BH0062","097871F","NULL","NULL","NULL","01/01/2020","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42171","101245","545801","077709D","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2380,"SINGAPORE EDUCATION",5205,"NULL","01/01/1999","NULL","52944","141691","308104","015857E","02","01","02","01/01/2024","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37295","59497","906901","NULL","NULL","NULL","NULL","01/01/2010","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37352","130359","CM0071","102869J","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37364","9234","1011H2","003742D","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37391","10004","211901","024802A","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","41490","102624","908601","089787B","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42131","115760","922201","NULL","NULL","NULL","NULL","01/01/2020","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42168","115762","625601","0100266","NULL","NULL","NULL","01/01/2020","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42184","99273","215501","088236G","NULL","NULL","NULL","01/01/2016","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42199","98714","125402","083878C","NULL","NULL","NULL","01/01/2017","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43198","129598","BP0221","107578B","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","52942","141689","000203","NULL","NULL","NULL","NULL","01/01/2024","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","52945","141691","308104","015857E","NULL","NULL","NULL","01/01/2024","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37154","10093","254901","003087G","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37166","75088","316701","074957A","NULL","NULL","NULL","01/01/2012","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37175","92668","203901","084670M","NULL","NULL","NULL","01/01/2015","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37213","52575","511603","003027J","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37307","130372","113802","069310E","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37309","98901","115802","069311D","NULL","NULL","NULL","01/01/2017","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42117","99220","625301","093310E","NULL","NULL","NULL","01/01/2017","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42177","92436","416902","083273K","NULL","NULL","NULL","01/01/2015","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","39091","99118","533701","083847K","NULL","NULL","NULL","01/01/2015","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43220","130355","CM0042","102860G","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","47989","134133","CB0221","111641K","NULL","NULL","NULL","01/01/2023","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","45431","52726","7500P1","NULL","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","45445","71559","402601","NULL","NULL","NULL","NULL","01/01/2011","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43196","132879","745401","107725G","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43223","130354","CM0082","102870E","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37447","52423","411102","029723D","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","47990","134134","BP0541","114371C","NULL","NULL","NULL","01/01/2023","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","54668","142322","CB0441","116864K","NULL","NULL","NULL","01/01/2025","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","52585","140850","CB0381","115051M","NULL","NULL","NULL","01/01/2024","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","48884","136704","907401","NULL","NULL","NULL","NULL","01/01/2023","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43211","132215","CB0141","107848G","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43217","132885","918301","NULL","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37443","129614","008702","003310F","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","54670","142407","CB0461","116869E","NULL","NULL","NULL","01/01/2025","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","45460","9677","2000U3","NULL","NULL","NULL","NULL","01/06/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","39337","117215","BP0062","095001B","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43207","129601","BP0301","107443F","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37441","9287","101102","003005D","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","55307","142558","413901","NULL","NULL","NULL","NULL","01/01/2025","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42222","92440","123401","083876E","NULL","NULL","NULL","01/01/2015","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","45432","78947","902401","NULL","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","45434","101177","DU0041","NULL","NULL","NULL","NULL","01/01/2012","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","45455","92451","412301","NULL","NULL","NULL","NULL","01/01/2015","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","45446","10068","3000U3","NULL","NULL","NULL","NULL","01/06/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","52121","138620","CB0321","114370D","NULL","NULL","NULL","01/01/2024","NULL"
35,1055,"HEP",2038,"ALBANY",1101,"6330","01/01/1999","NULL","21581","97611","735102","084737G","NULL","NULL","NULL","01/01/2016","NULL"
35,1055,"HEP",2038,"ALBANY",1101,"6330","01/01/1999","NULL","38418","11636","7000P3","NULL","NULL","NULL","NULL","01/06/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37209","98136","211506","038091A","NULL","NULL","NULL","03/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37290","97611","735102","084737G","NULL","NULL","NULL","01/01/2016","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42158","12604","805301","051555J","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42166","12368","704902","003635G","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42179","115763","253401","102292A","NULL","NULL","NULL","01/01/2020","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","38417","11636","7000P3","NULL","NULL","NULL","NULL","01/06/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","47997","135390","426701","003091A","NULL","NULL","NULL","01/01/2023","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","55795","143921","907402","NULL","NULL","NULL","NULL","01/01/2025","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","52941","141692","426602","103502K","NULL","NULL","NULL","01/11/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","53356","142132","735303","089266E","NULL","NULL","NULL","01/11/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","53577","136609","732602","NULL","NULL","NULL","NULL","01/11/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","54666","142559","CB0421","116860C","NULL","NULL","NULL","01/01/2025","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","45433","92596","925101","NULL","NULL","NULL","NULL","01/01/2015","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42210","91465","122201","089965M","NULL","NULL","NULL","01/01/2016","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42219","92518","123601","084023J","NULL","NULL","NULL","01/01/2016","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","47993","134774","BH0141","114374M","NULL","NULL","NULL","01/01/2023","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","52119","138618","BP0621","114460B","NULL","NULL","NULL","01/01/2024","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43193","129602","CB0011","107573G","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","54667","142406","CB0431","116861B","NULL","NULL","NULL","01/01/2025","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","45444","10327","4000U3","NULL","NULL","NULL","NULL","01/06/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","52114","138614","BH0171","114339C","NULL","NULL","NULL","01/01/2024","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","49305","71705","705903","015855G","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37287","59485","906601","056099K","NULL","NULL","NULL","01/01/2010","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37340","130363","BP0212","003005D","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37434","51515","008102GH","003310F","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42118","102405","722801","093805D","NULL","NULL","NULL","01/01/2017","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42139","130413","725504","074954D","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","39088","115774","915901","0101919","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","39190","130414","BH0081","102867M","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43183","131332","CM0132","102859M","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","45430","56814","7500U1","NULL","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","52825","137533","CB0311","115276E","NULL","NULL","NULL","01/01/2023","NULL"
35,1055,"HEP",2052,"BUNBURY",1101,"6230","01/01/1999","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42196","99350","132801","093275C","NULL","NULL","NULL","01/01/2017","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43208","130361","CM0052","102861F","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","43854","131772","CB0121","107724H","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37450","52545","411701","049394F","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","55821","143972","CB0211","116897A","NULL","NULL","NULL","01/01/2025","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","54662","142259","BP0691","116870A","NULL","NULL","NULL","01/01/2025","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","44042","132874","UWC141","107427F","NULL","NULL","NULL","01/01/2022","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","45441","116623","432001","NULL","NULL","NULL","NULL","01/01/2020","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","45449","115787","253601","NULL","NULL","NULL","NULL","01/01/2020","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","47994","135651","BH0131","114338D","NULL","NULL","NULL","01/01/2023","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","47995","136238","705701","NULL","NULL","NULL","NULL","01/01/2023","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","54661","142839","417801","116873J","NULL","NULL","NULL","01/01/2025","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42215","61332","001501","NULL","NULL","NULL","NULL","01/01/2009","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42224","115765","213801","083851C","NULL","NULL","NULL","01/01/2020","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","44999","134600","0072001H01","097178E","NULL","NULL","NULL","01/01/2018","NULL"
35,1055,"HEP",2038,"ALBANY",1101,"6330","01/01/1999","NULL","37461","78707","007101EL","078203M","NULL","NULL","NULL","01/07/2012","NULL"
35,1055,"HEP",2379,"SINGAPORE BUSINESS",5205,"NULL","01/01/1999","NULL","37224","61391","425901","058201A","02","01","02","01/01/2009","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37223","61391","425901","058201A","NULL","NULL","NULL","01/01/2009","NULL"
